"STUID","PROGRAM","TERM","TERM_GPA","CREDITS_ATTEMPTED","CREDITS_EARNED"
"STU0376","Liberal Arts",1,2.68,15,15
"STU0376","Liberal Arts",2,2.99,15,15
"STU0376","Liberal Arts",3,1.97,15,15
"STU0376","Liberal Arts",4,2.89,15,15
"STU0376","Liberal Arts",5,2.71,15,15
"STU0376","Liberal Arts",6,2.33,15,15
"STU0376","Liberal Arts",7,2.89,15,15
"STU0376","Liberal Arts",8,2.51,15,15
"STU0377","Engineering",1,3.43,15,15
"STU0377","Engineering",2,3.56,15,15
"STU0377","Engineering",3,4,15,15
"STU0377","Engineering",4,3.16,15,15
"STU0377","Engineering",5,4,15,15
"STU0377","Engineering",6,3.37,15,15
"STU0377","Engineering",7,3.62,15,15
"STU0378","Engineering",1,2.76,15,15
"STU0378","Engineering",2,3.85,15,15
"STU0378","Engineering",3,3.69,15,15
"STU0378","Engineering",4,3.95,15,15
"STU0378","Engineering",5,3.03,15,15
"STU0378","Engineering",6,3.35,15,15
"STU0378","Engineering",7,3.88,15,15
"STU0378","Engineering",8,4,15,15
"STU0379","Engineering",1,1.06,15,15
"STU0379","Engineering",2,2.26,15,15
"STU0379","Engineering",3,1.63,15,15
"STU0379","Engineering",4,1.7,15,15
"STU0380","Liberal Arts",1,2.69,15,15
"STU0380","Liberal Arts",2,2.58,15,15
"STU0380","Liberal Arts",3,2.86,15,15
"STU0380","Liberal Arts",4,2.45,15,15
"STU0380","Liberal Arts",5,2.63,15,15
"STU0380","Liberal Arts",6,1.77,15,15
"STU0380","Liberal Arts",7,2.5,15,15
"STU0380","Liberal Arts",8,2.01,15,15
"STU0381","Business",1,1.33,15,15
"STU0381","Business",2,1.53,15,15
"STU0382","Business",1,3.58,15,15
"STU0382","Business",2,4,15,15
"STU0382","Business",3,3.07,15,15
"STU0382","Business",4,3.37,15,15
"STU0382","Business",5,3.91,15,15
"STU0382","Business",6,3.88,15,15
"STU0382","Business",7,3.93,15,15
"STU0382","Business",8,3.61,15,15
"STU0383","Business",1,4,15,15
"STU0383","Business",2,3.76,15,15
"STU0383","Business",3,3.8,15,15
"STU0383","Business",4,3.46,15,15
"STU0383","Business",5,3.33,15,15
"STU0383","Business",6,3.91,15,15
"STU0383","Business",7,3.27,15,15
"STU0383","Business",8,2.77,15,15
"STU0384","Engineering",1,2.16,15,15
"STU0384","Engineering",2,1.66,15,15
"STU0384","Engineering",3,1.75,15,15
"STU0385","Business",1,3.64,15,15
"STU0385","Business",2,4,15,15
"STU0385","Business",3,3.21,15,15
"STU0385","Business",4,3.82,15,15
"STU0385","Business",5,3.25,15,15
"STU0385","Business",6,3.38,15,15
"STU0385","Business",7,2.91,15,15
"STU0385","Business",8,3.58,15,15
"STU0386","Liberal Arts",1,2.95,15,15
"STU0386","Liberal Arts",2,2.44,15,15
"STU0386","Liberal Arts",3,2.15,15,15
"STU0386","Liberal Arts",4,3.84,15,15
"STU0386","Liberal Arts",5,3.46,15,15
"STU0386","Liberal Arts",6,2.55,15,15
"STU0386","Liberal Arts",7,3.54,15,15
"STU0386","Liberal Arts",8,1.8,15,15
"STU0387","Engineering",1,3.26,15,15
"STU0387","Engineering",2,3.42,15,15
"STU0387","Engineering",3,3.07,15,15
"STU0387","Engineering",4,2.87,15,15
"STU0387","Engineering",5,3.42,15,15
"STU0388","Liberal Arts",1,2.18,15,15
"STU0388","Liberal Arts",2,3.03,15,15
"STU0388","Liberal Arts",3,2.82,15,15
"STU0388","Liberal Arts",4,2.81,15,15
"STU0388","Liberal Arts",5,2.47,15,15
"STU0388","Liberal Arts",6,2.46,15,15
"STU0388","Liberal Arts",7,2.83,15,15
"STU0388","Liberal Arts",8,2.93,15,15
"STU0389","Engineering",1,2.09,15,15
"STU0390","Engineering",1,3.73,15,15
"STU0390","Engineering",2,3.34,15,15
"STU0390","Engineering",3,3.19,15,15
"STU0390","Engineering",4,3.55,15,15
"STU0390","Engineering",5,2.96,15,15
"STU0390","Engineering",6,3.93,15,15
"STU0390","Engineering",7,3.05,15,15
"STU0390","Engineering",8,3.64,15,15
"STU0391","Liberal Arts",1,2.71,15,15
"STU0391","Liberal Arts",2,2.73,15,15
"STU0391","Liberal Arts",3,2.88,15,15
"STU0391","Liberal Arts",4,2.95,15,15
"STU0391","Liberal Arts",5,2.66,15,15
"STU0391","Liberal Arts",6,2.69,15,15
"STU0391","Liberal Arts",7,2.86,15,15
"STU0391","Liberal Arts",8,3.33,15,15
"STU0392","Business",1,3.78,15,15
"STU0392","Business",2,2.58,15,15
"STU0392","Business",3,2.84,15,15
"STU0392","Business",4,2.95,15,15
"STU0392","Business",5,3.39,15,15
"STU0392","Business",6,2.52,15,15
"STU0392","Business",7,3.7,15,15
"STU0392","Business",8,2.81,15,15
"STU0393","Business",1,3.65,15,15
"STU0393","Business",2,3.86,15,15
"STU0393","Business",3,3.61,15,15
"STU0393","Business",4,4,15,15
"STU0393","Business",5,3.64,15,15
"STU0393","Business",6,3.55,15,15
"STU0393","Business",7,3.46,15,15
"STU0393","Business",8,3,15,15
"STU0394","Engineering",1,3.5,15,15
"STU0394","Engineering",2,4,15,15
"STU0394","Engineering",3,4,15,15
"STU0394","Engineering",4,3.46,15,15
"STU0394","Engineering",5,3.56,15,15
"STU0394","Engineering",6,3.36,15,15
"STU0394","Engineering",7,3.6,15,15
"STU0394","Engineering",8,4,15,15
"STU0395","Liberal Arts",1,3.25,15,15
"STU0395","Liberal Arts",2,2.56,15,15
"STU0395","Liberal Arts",3,2.95,15,15
"STU0395","Liberal Arts",4,2.8,15,15
"STU0395","Liberal Arts",5,2.19,15,15
"STU0395","Liberal Arts",6,3.03,15,15
"STU0395","Liberal Arts",7,3.26,15,15
"STU0395","Liberal Arts",8,3.37,15,15
"STU0396","Business",1,3,15,15
"STU0396","Business",2,2.9,15,15
"STU0396","Business",3,2.74,15,15
"STU0396","Business",4,3.17,15,15
"STU0396","Business",5,3.08,15,15
"STU0396","Business",6,2.74,15,15
"STU0396","Business",7,2.53,15,15
"STU0396","Business",8,3.21,15,15
"STU0397","Liberal Arts",1,3.49,15,15
"STU0397","Liberal Arts",2,3.11,15,15
"STU0397","Liberal Arts",3,3.41,15,15
"STU0397","Liberal Arts",4,3.73,15,15
"STU0397","Liberal Arts",5,3,15,15
"STU0397","Liberal Arts",6,3.73,15,15
"STU0397","Liberal Arts",7,3.74,15,15
"STU0397","Liberal Arts",8,3.28,15,15
"STU0398","Liberal Arts",1,2.05,15,15
"STU0398","Liberal Arts",2,2.64,15,15
"STU0398","Liberal Arts",3,1.5,15,15
"STU0398","Liberal Arts",4,1.48,15,15
"STU0399","Business",1,3.99,15,15
"STU0399","Business",2,3.54,15,15
"STU0399","Business",3,3.62,15,15
"STU0399","Business",4,3.07,15,15
"STU0400","Engineering",1,3.08,15,15
"STU0400","Engineering",2,3.35,15,15
"STU0400","Engineering",3,3.43,15,15
